m	n	phi	pmax	batch	rule	threads	t_max_min	mpw	t_mpw_s	error	mew	t_mew_s
9	1	0.5	0.1	7	Plurality	48	30	{1}	2.612377643585205	no-error	(1,)	0.07526755332946777
9	1	0.5	0.1	9	Plurality	48	30	{4}	3.8282971382141113	no-error	(4,)	0.07612013816833496
9	1	0.5	0.1	0	Plurality	48	30	{3, 6}	2.142512321472168	no-error	(3, 6)	0.07614874839782715
9	1	0.5	0.1	2	Plurality	48	30	{2}	1.5284457206726074	no-error	(2,)	0.07343530654907227
9	1	0.5	0.1	4	Plurality	48	30	{2}	3.9577736854553223	no-error	(2,)	0.07470917701721191
3	13	0.5	0.1	4	Plurality	48	30	{0}	1.9460690021514893	no-error	(0,)	0.07040834426879883
9	1	0.5	0.1	6	Plurality	48	30	{1}	2.6785552501678467	no-error	(1,)	0.07496380805969238
3	13	0.5	0.1	6	Plurality	48	30	{2}	1.9204342365264893	no-error	(2,)	0.0709834098815918
9	1	0.5	0.1	8	Plurality	48	30	{2}	3.920078992843628	no-error	(2,)	0.07539820671081543
3	13	0.5	0.1	8	Plurality	48	30	{1}	1.9476547241210938	no-error	(0, 1)	0.07156729698181152
5	10	0.5	0.1	4	Plurality	48	30	{1}	1.4857900142669678	no-error	(1,)	0.07524609565734863
5	10	0.5	0.1	6	Plurality	48	30	{1}	1.5187413692474365	no-error	(1,)	0.07204174995422363
5	10	0.5	0.1	8	Plurality	48	30	{0}	1.5156276226043701	no-error	(0,)	0.07604837417602539
5	10	0.5	0.1	1	Plurality	48	30	{0}	1.512882947921753	no-error	(0,)	0.07370615005493164
5	10	0.5	0.1	3	Plurality	48	30	{3}	1.5149824619293213	no-error	(3,)	0.07367730140686035
5	10	0.5	0.1	5	Plurality	48	30	{0}	1.5135247707366943	no-error	(0,)	0.07337474822998047
5	10	0.5	0.1	7	Plurality	48	30	{1}	1.5249278545379639	no-error	(1,)	0.07339143753051758
5	10	0.5	0.1	9	Plurality	48	30	{0}	1.485954761505127	no-error	(0,)	0.07322168350219727
5	10	0.5	0.1	0	Plurality	48	30	{2}	1.5165929794311523	no-error	(2,)	0.07410168647766113
5	10	0.5	0.1	2	Plurality	48	30	{1}	1.494297742843628	no-error	(1,)	0.07257437705993652
7	7	0.5	0.1	0	Plurality	48	30	{2}	1.5936610698699951	no-error	(2,)	0.0787665843963623
7	7	0.5	0.1	2	Plurality	48	30	{2}	1.7204561233520508	no-error	(2,)	0.07741904258728027
7	7	0.5	0.1	4	Plurality	48	30	{0}	1.617990255355835	no-error	(0,)	0.08290791511535645
7	7	0.5	0.1	6	Plurality	48	30	{6}	1.7547709941864014	no-error	(6,)	0.07826113700866699
7	7	0.5	0.1	8	Plurality	48	30	{2}	1.8465733528137207	no-error	(2,)	0.07641386985778809
7	7	0.5	0.1	1	Plurality	48	30	{0}	1.5902342796325684	no-error	(0,)	0.08078837394714355
7	7	0.5	0.1	3	Plurality	48	30	{0}	1.6985125541687012	no-error	(0,)	0.07657480239868164
7	7	0.5	0.1	5	Plurality	48	30	{1}	1.7349827289581299	no-error	(1,)	0.07899022102355957
7	7	0.5	0.1	7	Plurality	48	30	{1}	1.6667706966400146	no-error	(1,)	0.08115005493164062
7	7	0.5	0.1	9	Plurality	48	30	{0}	1.8044054508209229	no-error	(0,)	0.07504844665527344
9	4	0.5	0.1	3	Plurality	48	30	{4}	7.886967897415161	no-error	(4,)	0.08620333671569824
9	4	0.5	0.1	5	Plurality	48	30	{0}	6.424705266952515	no-error	(0,)	0.09157180786132812
9	4	0.5	0.1	7	Plurality	48	30	{0}	4.9538257122039795	no-error	(0, 1)	0.08230876922607422
9	4	0.5	0.1	9	Plurality	48	30	{3}	12.5880606174469	no-error	(3,)	0.08746981620788574
9	4	0.5	0.1	0	Plurality	48	30	{2}	9.962792158126831	no-error	(2,)	0.08953380584716797
9	4	0.5	0.1	2	Plurality	48	30	{0}	5.404537200927734	no-error	(0,)	0.0851285457611084
9	4	0.5	0.1	4	Plurality	48	30	{0}	11.37063217163086	no-error	(0,)	0.08654046058654785
9	4	0.5	0.1	6	Plurality	48	30	{4}	6.869293451309204	no-error	(4,)	0.09209322929382324
9	4	0.5	0.1	8	Plurality	48	30	{8}	13.365657806396484	no-error	(8,)	0.07961797714233398
3	16	0.5	0.1	3	Plurality	48	30	{0}	2.393589735031128	no-error	(0,)	0.07288002967834473
3	16	0.5	0.1	5	Plurality	48	30	{0}	2.3618338108062744	no-error	(0,)	0.07058453559875488
3	16	0.5	0.1	7	Plurality	48	30	{0}	2.3569746017456055	no-error	(0,)	0.07102513313293457
9	4	0.5	0.1	1	Plurality	48	30	{2}	11.918272018432617	no-error	(2,)	0.08443403244018555
3	16	0.5	0.1	9	Plurality	48	30	{1}	2.3862874507904053	no-error	(1,)	0.07185220718383789
3	16	0.5	0.1	0	Plurality	48	30	{0}	2.3969414234161377	no-error	(0,)	0.07346367835998535
3	16	0.5	0.1	2	Plurality	48	30	{0}	2.387035369873047	no-error	(0,)	0.07179379463195801
3	16	0.5	0.1	4	Plurality	48	30	{0}	2.386295795440674	no-error	(0,)	0.0711209774017334
3	16	0.5	0.1	6	Plurality	48	30	{0}	2.357938766479492	no-error	(0,)	0.07167768478393555
3	16	0.5	0.1	8	Plurality	48	30	{1}	2.391420364379883	no-error	(1,)	0.07091259956359863
3	16	0.5	0.1	1	Plurality	48	30	{0}	2.40392804145813	no-error	(0,)	0.07141542434692383
5	13	0.5	0.1	6	Plurality	48	30	{0}	1.9985599517822266	no-error	(0,)	0.07505321502685547
5	13	0.5	0.1	8	Plurality	48	30	{0}	1.9561305046081543	no-error	(0,)	0.0745840072631836
5	13	0.5	0.1	1	Plurality	48	30	{1}	1.9626095294952393	no-error	(1,)	0.0740652084350586
5	13	0.5	0.1	3	Plurality	48	30	{0}	2.067481517791748	no-error	(0,)	0.07643461227416992
5	13	0.5	0.1	5	Plurality	48	30	{0}	2.0056025981903076	no-error	(0,)	0.07481861114501953
5	13	0.5	0.1	7	Plurality	48	30	{0}	2.005810022354126	no-error	(0,)	0.07398867607116699
5	13	0.5	0.1	9	Plurality	48	30	{0}	2.0346949100494385	no-error	(0,)	0.07650947570800781
11	1	0.5	0.1	4	Plurality	48	30	{2}	415.0540611743927	no-error	(2,)	0.07845616340637207
5	13	0.5	0.1	0	Plurality	48	30	{1}	2.0092005729675293	no-error	(1,)	0.07555031776428223
11	1	0.5	0.1	6	Plurality	48	30	{2}	78.58045673370361	no-error	(2,)	0.08296060562133789
5	13	0.5	0.1	2	Plurality	48	30	{1}	2.0299291610717773	no-error	(1, 3)	0.07461118698120117
11	1	0.5	0.1	8	Plurality	48	30	{1}	84.46005940437317	no-error	(1,)	0.08375787734985352
5	13	0.5	0.1	4	Plurality	48	30	{2}	2.0138731002807617	no-error	(2,)	0.07757282257080078
11	1	0.5	0.1	1	Plurality	48	30	{1}	30.252089738845825	no-error	(1,)	0.09183859825134277
11	1	0.5	0.1	3	Plurality	48	30	{0}	418.5580439567566	no-error	(0,)	0.07863354682922363
11	1	0.5	0.1	5	Plurality	48	30	{2, 7}	208.66129660606384	no-error	(2, 7)	0.07991933822631836
11	1	0.5	0.1	7	Plurality	48	30	{1, 4}	210.53260111808777	no-error	(4,)	0.08663201332092285
11	1	0.5	0.1	9	Plurality	48	30	{6}	415.7408685684204	no-error	(6,)	0.07692456245422363
11	1	0.5	0.1	0	Plurality	48	30	{1}	36.20521378517151	no-error	(1,)	0.08701372146606445
11	1	0.5	0.1	2	Plurality	48	30	{6}	416.0450313091278	no-error	(6,)	0.07744121551513672
7	10	0.5	0.1	7	Plurality	48	30	{0}	3.0657777786254883	no-error	(0,)	0.07965087890625
7	10	0.5	0.1	9	Plurality	48	30	{1}	3.194197654724121	no-error	(1,)	0.08066654205322266
7	10	0.5	0.1	0	Plurality	48	30	{0}	3.1796326637268066	no-error	(0,)	0.0818026065826416
7	10	0.5	0.1	2	Plurality	48	30	{1}	3.094287157058716	no-error	(1,)	0.08158731460571289
7	10	0.5	0.1	4	Plurality	48	30	{0}	3.1547324657440186	no-error	(0,)	0.07913589477539062
7	10	0.5	0.1	6	Plurality	48	30	{0}	2.9896328449249268	no-error	(0,)	0.07943248748779297
7	10	0.5	0.1	8	Plurality	48	30	{1}	3.2224173545837402	no-error	(1,)	0.07974863052368164
7	10	0.5	0.1	1	Plurality	48	30	{2}	2.613210916519165	no-error	(2,)	0.08325338363647461
7	10	0.5	0.1	3	Plurality	48	30	{0}	3.5686819553375244	no-error	(0,)	0.08087468147277832
7	10	0.5	0.1	5	Plurality	48	30	{2}	3.430412530899048	no-error	(2,)	0.08114457130432129
3	19	0.5	0.1	2	Plurality	48	30	{0}	2.906064033508301	no-error	(0,)	0.0771331787109375
3	19	0.5	0.1	4	Plurality	48	30	{0}	2.8924973011016846	no-error	(0,)	0.07434201240539551
3	19	0.5	0.1	6	Plurality	48	30	{0}	2.912360191345215	no-error	(0,)	0.07742905616760254
9	7	0.5	0.1	9	Plurality	48	30	{2}	41.06035757064819	no-error	(2,)	0.08293843269348145
9	7	0.5	0.1	2	Plurality	48	30	{0}	30.505012035369873	no-error	(0,)	0.09134411811828613
9	7	0.5	0.1	4	Plurality	48	30	{2}	21.452265977859497	no-error	(2,)	0.08886098861694336
9	7	0.5	0.1	6	Plurality	48	30	{0}	35.80608654022217	no-error	(0,)	0.08524894714355469
3	19	0.5	0.1	8	Plurality	48	30	{0}	2.9051473140716553	no-error	(0,)	0.07364106178283691
9	7	0.5	0.1	8	Plurality	48	30	{1}	47.010138511657715	no-error	(1,)	0.08343982696533203
3	19	0.5	0.1	1	Plurality	48	30	{0}	2.8954813480377197	no-error	(0,)	0.07347440719604492
9	7	0.5	0.1	1	Plurality	48	30	{0}	45.497814416885376	no-error	(0,)	0.0841207504272461
3	19	0.5	0.1	3	Plurality	48	30	{0}	2.919628143310547	no-error	(0,)	0.07365989685058594
9	7	0.5	0.1	3	Plurality	48	30	{3}	46.075958013534546	no-error	(3,)	0.09784126281738281
3	19	0.5	0.1	5	Plurality	48	30	{0}	2.8786723613739014	no-error	(0,)	0.07387876510620117
9	7	0.5	0.1	5	Plurality	48	30	{1}	27.21955108642578	no-error	(1,)	0.08315300941467285
3	19	0.5	0.1	7	Plurality	48	30	{1}	2.879016399383545	no-error	(1,)	0.07382559776306152
9	7	0.5	0.1	7	Plurality	48	30	{2}	27.360756635665894	no-error	(2,)	0.08716845512390137
3	19	0.5	0.1	9	Plurality	48	30	{0}	2.8884644508361816	no-error	(0,)	0.0732271671295166
3	19	0.5	0.1	0	Plurality	48	30	{1}	2.8933629989624023	no-error	(1,)	0.07333683967590332
9	7	0.5	0.1	0	Plurality	48	30	{1}	26.947713613510132	no-error	(1,)	0.08895564079284668
11	4	0.5	0.1	2	Plurality	48	30	{1}	420.053893327713	no-error	(1,)	0.09929847717285156
5	16	0.5	0.1	0	Plurality	48	30	{1}	2.549393653869629	no-error	(1,)	0.0775606632232666
11	4	0.5	0.1	4	Plurality	48	30	{1}	1109.1889083385468	no-error	(1,)	0.1758573055267334
5	16	0.5	0.1	2	Plurality	48	30	{0}	2.5245611667633057	no-error	(0,)	0.0785362720489502
11	4	0.5	0.1	6	Plurality	48	30	{2}	806.5208840370178	no-error	(2,)	0.11671829223632812
5	16	0.5	0.1	4	Plurality	48	30	{0}	2.527313232421875	no-error	(0,)	0.07595324516296387
11	4	0.5	0.1	8	Plurality	48	30	{3}	570.9788193702698	no-error	(3,)	0.10533690452575684
5	16	0.5	0.1	6	Plurality	48	30	{0}	2.5727410316467285	no-error	(0,)	0.08021807670593262
5	16	0.5	0.1	8	Plurality	48	30	{2}	2.552734851837158	no-error	(2,)	0.07762670516967773
11	4	0.5	0.1	1	Plurality	48	30	{3}	1035.756297826767	no-error	(3,)	0.08192276954650879
5	16	0.5	0.1	1	Plurality	48	30	{1}	2.574422597885132	no-error	(1,)	0.07639479637145996
11	4	0.5	0.1	3	Plurality	48	30	{0}	250.0718858242035	no-error	(0,)	0.1001741886138916
11	4	0.5	0.1	5	Plurality	48	30	{2}	505.2067708969116	no-error	(0,)	0.0925436019897461
5	16	0.5	0.1	3	Plurality	48	30	{1}	2.5741939544677734	no-error	(1,)	0.08126664161682129
11	4	0.5	0.1	7	Plurality	48	30	{5}	836.889440536499	no-error	(5,)	0.14843225479125977
5	16	0.5	0.1	5	Plurality	48	30	{0}	2.5569281578063965	no-error	(0,)	0.07689166069030762
11	4	0.5	0.1	9	Plurality	48	30	{1}	245.51820707321167	no-error	(1,)	0.24609065055847168
5	16	0.5	0.1	7	Plurality	48	30	{0}	2.5595901012420654	no-error	(0,)	0.07849597930908203
5	16	0.5	0.1	9	Plurality	48	30	{3}	2.5378105640411377	no-error	(3,)	0.07623553276062012
11	4	0.5	0.1	0	Plurality	48	30	{4}	971.3926906585693	no-error	(4,)	0.18078875541687012
13	1	0.5	0.1	8	Plurality	48	30	error	error	unfinished-in-30-min	(0, 2)	0.08702445030212402
7	13	0.5	0.1	4	Plurality	48	30	{0}	5.513723611831665	no-error	(0,)	0.08566069602966309
7	13	0.5	0.1	6	Plurality	48	30	{2}	6.835516452789307	no-error	(2,)	0.08622956275939941
7	13	0.5	0.1	8	Plurality	48	30	{0}	6.0812828540802	no-error	(0,)	0.08849692344665527
13	1	0.5	0.1	1	Plurality	48	30	error	error	unfinished-in-30-min	(5, 6)	0.0861818790435791
13	1	0.5	0.1	3	Plurality	48	30	error	error	unfinished-in-30-min	(1,)	0.08883452415466309
13	1	0.5	0.1	5	Plurality	48	30	error	error	unfinished-in-30-min	(8,)	0.09000444412231445
7	13	0.5	0.1	1	Plurality	48	30	{0}	5.6439080238342285	no-error	(0,)	0.08499455451965332
13	1	0.5	0.1	7	Plurality	48	30	error	error	unfinished-in-30-min	(1,)	0.10266637802124023
7	13	0.5	0.1	3	Plurality	48	30	{0}	6.691870927810669	no-error	(0,)	0.08478140830993652
13	1	0.5	0.1	9	Plurality	48	30	error	error	unfinished-in-30-min	(3,)	0.12620854377746582
7	13	0.5	0.1	5	Plurality	48	30	{0}	5.295563220977783	no-error	(0,)	0.08670806884765625
7	13	0.5	0.1	7	Plurality	48	30	{0}	5.515481472015381	no-error	(0,)	0.09199166297912598
13	1	0.5	0.1	0	Plurality	48	30	error	error	unfinished-in-30-min	(0,)	0.13210153579711914
7	13	0.5	0.1	9	Plurality	48	30	{2}	5.832064867019653	no-error	(2,)	0.08689641952514648
13	1	0.5	0.1	2	Plurality	48	30	error	error	unfinished-in-30-min	(12,)	0.12794160842895508
13	1	0.5	0.1	4	Plurality	48	30	error	error	unfinished-in-30-min	(6,)	0.09190225601196289
7	13	0.5	0.1	0	Plurality	48	30	{0}	5.93822717666626	no-error	(0,)	0.08376097679138184
13	1	0.5	0.1	6	Plurality	48	30	error	error	unfinished-in-30-min	(3,)	0.20586490631103516
7	13	0.5	0.1	2	Plurality	48	30	{3}	6.413506031036377	no-error	(1,)	0.08930778503417969
9	10	0.5	0.1	4	Plurality	48	30	{2}	254.1347529888153	no-error	(2,)	0.08644556999206543
9	10	0.5	0.1	6	Plurality	48	30	{1}	119.72893261909485	no-error	(1,)	0.09790539741516113
9	10	0.5	0.1	8	Plurality	48	30	{1}	212.50301885604858	no-error	(1,)	0.09117865562438965
3	22	0.5	0.1	8	Plurality	48	30	{0}	3.6224491596221924	no-error	(0,)	0.08087825775146484
9	10	0.5	0.1	1	Plurality	48	30	{4}	290.37088656425476	no-error	(4,)	0.09528136253356934
3	22	0.5	0.1	1	Plurality	48	30	{0}	3.5761821269989014	no-error	(0,)	0.07915735244750977
9	10	0.5	0.1	3	Plurality	48	30	{0}	187.45641374588013	no-error	(0,)	0.09602069854736328
3	22	0.5	0.1	3	Plurality	48	30	{0}	3.610051155090332	no-error	(0,)	0.08077025413513184
9	10	0.5	0.1	5	Plurality	48	30	{1}	238.45045113563538	no-error	(1,)	0.09147095680236816
3	22	0.5	0.1	5	Plurality	48	30	{1}	3.5830743312835693	no-error	(1,)	0.07667064666748047
3	22	0.5	0.1	7	Plurality	48	30	{0}	3.617598533630371	no-error	(0,)	0.08025598526000977
3	22	0.5	0.1	9	Plurality	48	30	{0}	3.6480562686920166	no-error	(0,)	0.0821230411529541
3	22	0.5	0.1	0	Plurality	48	30	{1}	3.578369140625	no-error	(1,)	0.08187484741210938
3	22	0.5	0.1	2	Plurality	48	30	{0}	3.5909693241119385	no-error	(0, 1)	0.07840180397033691
3	22	0.5	0.1	4	Plurality	48	30	{0}	3.5703868865966797	no-error	(0,)	0.08193230628967285
3	22	0.5	0.1	6	Plurality	48	30	{0}	3.6007542610168457	no-error	(0,)	0.08189105987548828
9	10	0.5	0.1	7	Plurality	48	30	{2}	311.1164073944092	no-error	(2,)	0.09011483192443848
9	10	0.5	0.1	9	Plurality	48	30	{1}	172.08121538162231	no-error	(1,)	0.16434264183044434
