m	n	phi	pmax	batch	rule	threads	t_max_min	mpw	t_mpw_s	error	mew	t_mew_s
4	1	0.5	0.1	0	Borda	48	30	{1, 2}	0.14374160766601562	no-error	(1, 2)	0.0703182220458984
4	1	0.5	0.1	2	Plurality	48	30	{1}	0.14157366752624512	no-error	(1,)	0.0704002380371093
4	1	0.5	0.1	2	2-approval	48	30	{1}	0.14272475242614746	no-error	(1,)	0.0699422359466552
4	1	0.5	0.1	2	Borda	48	30	{1}	0.14344263076782227	no-error	(1,)	0.0731472969055175
3	2	0.5	0.1	4	Plurality	48	30	{0}	0.2905120849609375	no-error	(0,)	0.0703804492950439
3	2	0.5	0.1	4	2-approval	48	30	{0}	0.28617000579833984	no-error	(0,)	0.0712134838104248
3	2	0.5	0.1	4	Borda	48	30	{0}	0.2862672805786133	no-error	(0,)	0.0685522556304931
3	2	0.5	0.1	6	Plurality	48	30	{1, 2}	0.2828662395477295	no-error	(0, 1, 2)	0.0689902305603027
3	2	0.5	0.1	6	2-approval	48	30	{0}	0.2841775417327881	no-error	(0, 1, 2)	0.0751354694366455
3	2	0.5	0.1	6	Borda	48	30	{0}	0.29355859756469727	no-error	(0,)	0.0739202499389648
3	2	0.5	0.1	8	Plurality	48	30	{0}	0.28473377227783203	no-error	(0,)	0.0691883563995361
3	2	0.5	0.1	8	2-approval	48	30	{0}	0.28345441818237305	no-error	(0,)	0.0705578327178955
3	2	0.5	0.1	8	Borda	48	30	{0}	0.28966188430786133	no-error	(0,)	0.0701746940612793
3	2	0.5	0.1	1	Plurality	48	30	{1}	0.28364038467407227	no-error	(1,)	0.0687291622161865
3	2	0.5	0.1	1	2-approval	48	30	{1}	0.29091548919677734	no-error	(1,)	0.0713751316070556
3	2	0.5	0.1	1	Borda	48	30	{1}	0.2840545177459717	no-error	(1,)	0.0705437660217285
3	2	0.5	0.1	3	Plurality	48	30	{0, 1}	0.2927281856536865	no-error	(0,)	0.070214033126831
3	2	0.5	0.1	3	2-approval	48	30	{0}	0.2863938808441162	no-error	(0,)	0.0725319385528564
3	2	0.5	0.1	3	Borda	48	30	{0}	0.28885388374328613	no-error	(0,)	0.0703344345092773
3	2	0.5	0.1	5	Plurality	48	30	{0}	0.28473925590515137	no-error	(0,)	0.0689272880554199
3	2	0.5	0.1	5	2-approval	48	30	{0}	0.28592348098754883	no-error	(0,)	0.0713131427764892
3	2	0.5	0.1	5	Borda	48	30	{0}	0.2858607769012451	no-error	(0,)	0.0701768398284912
3	2	0.5	0.1	7	Plurality	48	30	{0, 1}	0.2835986614227295	no-error	(0, 1, 2)	0.0701072216033935
3	2	0.5	0.1	7	2-approval	48	30	{2}	0.2830672264099121	no-error	(0, 1, 2)	0.0712583065032959
3	2	0.5	0.1	7	Borda	48	30	{2}	0.28893351554870605	no-error	(2,)	0.0716700553894043
3	2	0.5	0.1	9	Plurality	48	30	{0}	0.2868685722351074	no-error	(0,)	0.0746192932128906
3	2	0.5	0.1	9	2-approval	48	30	{0}	0.29574036598205566	no-error	(0,)	0.0702180862426757
3	2	0.5	0.1	9	Borda	48	30	{0}	0.28688955307006836	no-error	(0,)	0.0718874931335449
3	2	0.5	0.1	0	Plurality	48	30	{1}	0.292527437210083	no-error	(1,)	0.0693371295928955
3	2	0.5	0.1	0	2-approval	48	30	{1}	0.2922537326812744	no-error	(1,)	0.0706865787506103
3	2	0.5	0.1	0	Borda	48	30	{1}	0.28708505630493164	no-error	(1,)	0.0707948207855224
3	2	0.5	0.1	2	Plurality	48	30	{0}	0.28623151779174805	no-error	(0,)	0.073068618774414
3	2	0.5	0.1	2	2-approval	48	30	{0}	0.28786659240722656	no-error	(0,)	0.0725369453430175
3	2	0.5	0.1	2	Borda	48	30	{0}	0.28670644760131836	no-error	(0,)	0.0705013275146484
4	1	0.5	0.1	4	Plurality	48	30	{3}	0.14500641822814941	no-error	(3,)	0.0734198093414306
4	1	0.5	0.1	4	2-approval	48	30	{3}	0.14423871040344238	no-error	(3,)	0.0745043754577636
4	1	0.5	0.1	4	Borda	48	30	{3}	0.14452409744262695	no-error	(3,)	0.0744805335998535
4	1	0.5	0.1	6	Plurality	48	30	{0}	0.14755964279174805	no-error	(0,)	0.0694448947906494
4	1	0.5	0.1	6	2-approval	48	30	{0}	0.14179420471191406	no-error	(0,)	0.0695447921752929
4	1	0.5	0.1	6	Borda	48	30	{0}	0.14172768592834473	no-error	(0,)	0.0710980892181396
4	1	0.5	0.1	8	Plurality	48	30	{2}	0.14166593551635742	no-error	(2,)	0.0691015720367431
4	1	0.5	0.1	8	2-approval	48	30	{2}	0.14090585708618164	no-error	(2,)	0.0731122493743896
4	1	0.5	0.1	8	Borda	48	30	{2}	0.14188075065612793	no-error	(2,)	0.0706057548522949
4	1	0.5	0.1	1	Plurality	48	30	{1}	0.14832806587219238	no-error	(1,)	0.0709328651428222
4	1	0.5	0.1	1	2-approval	48	30	{1}	0.14151668548583984	no-error	(1,)	0.0715487003326416
4	1	0.5	0.1	1	Borda	48	30	{1}	0.14484453201293945	no-error	(1,)	0.0742387771606445
4	1	0.5	0.1	3	Plurality	48	30	{0}	0.14277267456054688	no-error	(0,)	0.0731453895568847
4	1	0.5	0.1	3	2-approval	48	30	{0}	0.14707660675048828	no-error	(0,)	0.0725374221801757
4	1	0.5	0.1	3	Borda	48	30	{0}	0.14234042167663574	no-error	(0,)	0.0732295513153076
4	1	0.5	0.1	5	Plurality	48	30	{3}	0.1415393352508545	no-error	(3,)	0.0707099437713623
4	1	0.5	0.1	5	2-approval	48	30	{3}	0.13938069343566895	no-error	(3,)	0.0719075202941894
4	1	0.5	0.1	5	Borda	48	30	{3}	0.14058876037597656	no-error	(3,)	0.0703301429748535
4	1	0.5	0.1	7	Plurality	48	30	{1}	0.13965320587158203	no-error	(1,)	0.0699107646942138
4	1	0.5	0.1	7	2-approval	48	30	{1}	0.13973379135131836	no-error	(1,)	0.0712451934814453
4	1	0.5	0.1	7	Borda	48	30	{1}	0.14415359497070312	no-error	(1,)	0.0706186294555664
4	1	0.5	0.1	9	Plurality	48	30	{0}	0.14396429061889648	no-error	(0,)	0.0709521770477294
4	1	0.5	0.1	9	2-approval	48	30	{0}	0.14042305946350098	no-error	(0,)	0.0731921195983886
4	1	0.5	0.1	9	Borda	48	30	{0}	0.14440488815307617	no-error	(0,)	0.0703456401824951
4	2	0.5	0.1	9	Plurality	48	30	{1}	0.2847726345062256	no-error	(1,)	0.0696094036102294
4	2	0.5	0.1	9	2-approval	48	30	{1}	0.280606746673584	no-error	(1,)	0.0710217952728271
4	2	0.5	0.1	9	Borda	48	30	{1}	0.2954680919647217	no-error	(1,)	0.071174144744873
5	1	0.5	0.1	5	Plurality	48	30	{1}	0.14722728729248047	no-error	(1,)	0.0717036724090576
5	1	0.5	0.1	5	2-approval	48	30	{1}	0.14250397682189941	no-error	(1,)	0.0703654289245605
5	1	0.5	0.1	5	Borda	48	30	{1}	0.14568400382995605	no-error	(1,)	0.0728561878204345
3	3	0.5	0.1	6	Plurality	48	30	{0}	0.4371833801269531	no-error	(0,)	0.0767362117767334
3	3	0.5	0.1	6	2-approval	48	30	{0}	0.43480443954467773	no-error	(0,)	0.069995641708374
3	3	0.5	0.1	6	Borda	48	30	{0}	0.42763400077819824	no-error	(0,)	0.0706558227539062
5	1	0.5	0.1	7	Plurality	48	30	{2}	0.1404571533203125	no-error	(2,)	0.0696883201599121
5	1	0.5	0.1	7	2-approval	48	30	{2}	0.14193105697631836	no-error	(2,)	0.0718107223510742
5	1	0.5	0.1	7	Borda	48	30	{2}	0.1488170623779297	no-error	(2,)	0.0727686882019043
3	3	0.5	0.1	8	Plurality	48	30	{2}	0.44197702407836914	no-error	(2,)	0.0696511268615722
3	3	0.5	0.1	8	2-approval	48	30	{2}	0.43827271461486816	no-error	(2,)	0.0696702003479003
3	3	0.5	0.1	8	Borda	48	30	{2}	0.4311337471008301	no-error	(2,)	0.071197509765625
4	2	0.5	0.1	0	Plurality	48	30	{1}	0.29241132736206055	no-error	(1,)	0.0731184482574462
4	2	0.5	0.1	0	2-approval	48	30	{1}	0.28982090950012207	no-error	(1,)	0.0758492946624755
4	2	0.5	0.1	0	Borda	48	30	{1}	0.2970569133758545	no-error	(1,)	0.0706934928894043
5	1	0.5	0.1	9	Plurality	48	30	{1}	0.14456820487976074	no-error	(1,)	0.0742995738983154
5	1	0.5	0.1	9	2-approval	48	30	{1}	0.1425478458404541	no-error	(1,)	0.0729238986968994
5	1	0.5	0.1	9	Borda	48	30	{1}	0.1458594799041748	no-error	(1,)	0.0739972591400146
4	2	0.5	0.1	2	Plurality	48	30	{0}	0.2904317378997803	no-error	(0,)	0.0714120864868164
4	2	0.5	0.1	2	2-approval	48	30	{0}	0.2947394847869873	no-error	(0,)	0.0729548931121826
4	2	0.5	0.1	2	Borda	48	30	{0}	0.30301904678344727	no-error	(0,)	0.0738773345947265
4	2	0.5	0.1	4	Plurality	48	30	{0, 2}	0.28705477714538574	no-error	(0, 2)	0.0701229572296142
4	2	0.5	0.1	4	2-approval	48	30	{0, 2}	0.28910398483276367	no-error	(0, 2)	0.0701344013214111
4	2	0.5	0.1	4	Borda	48	30	{0, 2}	0.2935912609100342	no-error	(0, 2)	0.0704293251037597
5	1	0.5	0.1	0	Plurality	48	30	{0}	0.1473391056060791	no-error	(0,)	0.071596622467041
5	1	0.5	0.1	0	2-approval	48	30	{0}	0.14496755599975586	no-error	(0,)	0.0735101699829101
5	1	0.5	0.1	0	Borda	48	30	{0}	0.14007949829101562	no-error	(0,)	0.0720126628875732
3	3	0.5	0.1	1	Plurality	48	30	{0}	0.43823814392089844	no-error	(0, 2)	0.0710177421569824
3	3	0.5	0.1	1	2-approval	48	30	{2}	0.4349997043609619	no-error	(0,)	0.0708873271942138
3	3	0.5	0.1	1	Borda	48	30	{0, 2}	0.4339473247528076	no-error	(0, 2)	0.0706193447113037
4	2	0.5	0.1	6	Plurality	48	30	{1}	0.30141162872314453	no-error	(1,)	0.0710806846618652
4	2	0.5	0.1	6	2-approval	48	30	{1}	0.28835535049438477	no-error	(1,)	0.0714845657348632
4	2	0.5	0.1	6	Borda	48	30	{1}	0.2893400192260742	no-error	(1,)	0.0736286640167236
5	1	0.5	0.1	2	Plurality	48	30	{0}	0.142014741897583	no-error	(0,)	0.0732252597808837
5	1	0.5	0.1	2	2-approval	48	30	{0}	0.1417539119720459	no-error	(0,)	0.0712833404541015
5	1	0.5	0.1	2	Borda	48	30	{0}	0.14253640174865723	no-error	(0,)	0.073901891708374
4	2	0.5	0.1	8	Plurality	48	30	{0}	0.28569960594177246	no-error	(0,)	0.0709846019744873
4	2	0.5	0.1	8	2-approval	48	30	{0}	0.29003405570983887	no-error	(0,)	0.0714843273162841
4	2	0.5	0.1	8	Borda	48	30	{0}	0.2963118553161621	no-error	(0,)	0.0719273090362548
5	1	0.5	0.1	4	Plurality	48	30	{0}	0.1462535858154297	no-error	(0,)	0.0737724304199218
5	1	0.5	0.1	4	2-approval	48	30	{0}	0.1429882049560547	no-error	(0,)	0.0710954666137695
5	1	0.5	0.1	4	Borda	48	30	{0}	0.13931775093078613	no-error	(0,)	0.0724470615386962
5	1	0.5	0.1	6	Plurality	48	30	{2}	0.14345240592956543	no-error	(2,)	0.0732018947601318
5	1	0.5	0.1	6	2-approval	48	30	{2}	0.14853429794311523	no-error	(2,)	0.0717506408691406
5	1	0.5	0.1	6	Borda	48	30	{2}	0.14507246017456055	no-error	(2,)	0.0743517875671386
5	1	0.5	0.1	8	Plurality	48	30	{2}	0.14184975624084473	no-error	(2,)	0.073404312133789
5	1	0.5	0.1	8	2-approval	48	30	{2}	0.1438136100769043	no-error	(2,)	0.0774400234222412
5	1	0.5	0.1	8	Borda	48	30	{2}	0.14452910423278809	no-error	(2,)	0.0739550590515136
4	2	0.5	0.1	1	Plurality	48	30	{0, 1}	0.28789281845092773	no-error	(0, 1)	0.0696377754211425
4	2	0.5	0.1	1	2-approval	48	30	{0, 1}	0.28576135635375977	no-error	(0, 1)	0.0712816715240478
4	2	0.5	0.1	1	Borda	48	30	{0, 1}	0.295245885848999	no-error	(0, 1)	0.0727190971374511
4	2	0.5	0.1	3	Plurality	48	30	{0, 2}	0.29149436950683594	no-error	(0, 1, 2, 3)	0.071009874343872
4	2	0.5	0.1	3	2-approval	48	30	{1, 3}	0.28835344314575195	no-error	(1, 3)	0.070657730102539
4	2	0.5	0.1	3	Borda	48	30	{1, 3}	0.29162049293518066	no-error	(1, 3)	0.0732171535491943
5	1	0.5	0.1	1	Plurality	48	30	{1}	0.14760541915893555	no-error	(1,)	0.071357250213623
5	1	0.5	0.1	1	2-approval	48	30	{1}	0.14209532737731934	no-error	(1,)	0.0706443786621093
5	1	0.5	0.1	1	Borda	48	30	{1}	0.14270734786987305	no-error	(1,)	0.0711538791656494
5	1	0.5	0.1	3	Plurality	48	30	{0}	0.1434638500213623	no-error	(0,)	0.0758161544799804
5	1	0.5	0.1	3	2-approval	48	30	{0}	0.14691400527954102	no-error	(0,)	0.0748708248138427
5	1	0.5	0.1	3	Borda	48	30	{0}	0.14175009727478027	no-error	(0,)	0.0731942653656005
3	3	0.5	0.1	3	Plurality	48	30	{1}	0.445324182510376	no-error	(1,)	0.0734236240386962
3	3	0.5	0.1	3	2-approval	48	30	{1}	0.4317328929901123	no-error	(1,)	0.0698695182800293
3	3	0.5	0.1	3	Borda	48	30	{1}	0.43070483207702637	no-error	(1,)	0.0705986022949218
3	3	0.5	0.1	5	Plurality	48	30	{0, 1, 2}	0.43114519119262695	no-error	(0, 1, 2)	0.0698802471160888
3	3	0.5	0.1	5	2-approval	48	30	{0, 1, 2}	0.42972445487976074	no-error	(0, 2)	0.0704734325408935
3	3	0.5	0.1	5	Borda	48	30	{0, 1, 2}	0.4349510669708252	no-error	(0, 1, 2)	0.0714082717895507
3	3	0.5	0.1	7	Plurality	48	30	{0, 1}	0.44705748558044434	no-error	(1,)	0.0714304447174072
3	3	0.5	0.1	7	2-approval	48	30	{0, 1}	0.4360959529876709	no-error	(0, 1)	0.0713021755218505
3	3	0.5	0.1	7	Borda	48	30	{0, 1}	0.4329676628112793	no-error	(0, 1)	0.0715582370758056
3	3	0.5	0.1	9	Plurality	48	30	{1}	0.44071388244628906	no-error	(1,)	0.0742180347442627
3	3	0.5	0.1	9	2-approval	48	30	{1}	0.437305212020874	no-error	(1,)	0.0718026161193847
3	3	0.5	0.1	9	Borda	48	30	{1}	0.4426839351654053	no-error	(1,)	0.0700457096099853
3	3	0.5	0.1	0	Plurality	48	30	{1}	0.43500185012817383	no-error	(0, 1)	0.0686190128326416
3	3	0.5	0.1	0	2-approval	48	30	{0}	0.43037843704223633	no-error	(1,)	0.071929931640625
3	3	0.5	0.1	0	Borda	48	30	{0, 1}	0.43412160873413086	no-error	(0, 1)	0.0709016323089599
4	2	0.5	0.1	5	Plurality	48	30	{0, 1}	0.28766417503356934	no-error	(0, 1, 2, 3)	0.0701074600219726
4	2	0.5	0.1	5	2-approval	48	30	{2, 3}	0.3036777973175049	no-error	(2, 3)	0.0716133117675781
4	2	0.5	0.1	5	Borda	48	30	{2, 3}	0.2870445251464844	no-error	(2, 3)	0.0699694156646728
3	3	0.5	0.1	2	Plurality	48	30	{0}	0.429856538772583	no-error	(0,)	0.0708887577056884
3	3	0.5	0.1	2	2-approval	48	30	{0}	0.4296853542327881	no-error	(0,)	0.0692605972290039
3	3	0.5	0.1	2	Borda	48	30	{0}	0.42995715141296387	no-error	(0,)	0.0720710754394531
4	2	0.5	0.1	7	Plurality	48	30	{0}	0.2906954288482666	no-error	(0,)	0.0711908340454101
4	2	0.5	0.1	7	2-approval	48	30	{0}	0.28910207748413086	no-error	(0,)	0.0712065696716308
4	2	0.5	0.1	7	Borda	48	30	{0}	0.29384708404541016	no-error	(0,)	0.0734689235687255
3	3	0.5	0.1	4	Plurality	48	30	{1}	0.4357600212097168	no-error	(1,)	0.0712771415710449
3	3	0.5	0.1	4	2-approval	48	30	{1}	0.4358341693878174	no-error	(1,)	0.0744538307189941
3	3	0.5	0.1	4	Borda	48	30	{1}	0.4433553218841553	no-error	(1,)	0.0690827369689941
4	3	0.5	0.1	1	Plurality	48	30	{1}	0.4264225959777832	no-error	(0, 1)	0.0712056159973144
4	3	0.5	0.1	1	2-approval	48	30	{1}	0.43909645080566406	no-error	(0, 1)	0.0713758468627929
4	3	0.5	0.1	1	Borda	48	30	{1}	0.4425492286682129	no-error	(0, 1)	0.0728938579559326
4	3	0.5	0.1	3	Plurality	48	30	{1}	0.4346041679382324	no-error	(1,)	0.0706923007965087
4	3	0.5	0.1	3	2-approval	48	30	{1}	0.4348640441894531	no-error	(1,)	0.0731937885284423
4	3	0.5	0.1	3	Borda	48	30	{1}	0.43783998489379883	no-error	(1,)	0.0714452266693115
4	3	0.5	0.1	5	Plurality	48	30	{1, 2}	0.43180370330810547	no-error	(1, 2)	0.0723402500152587
4	3	0.5	0.1	5	2-approval	48	30	{1, 2}	0.44461703300476074	no-error	(1, 2)	0.0740070343017578
4	3	0.5	0.1	5	Borda	48	30	{1, 2}	0.43750834465026855	no-error	(1, 2)	0.071340799331665
4	3	0.5	0.1	7	Plurality	48	30	{1}	0.43059682846069336	no-error	(1,)	0.0698645114898681
4	3	0.5	0.1	7	2-approval	48	30	{1}	0.42908644676208496	no-error	(1,)	0.0725209712982177
4	3	0.5	0.1	7	Borda	48	30	{1}	0.43350958824157715	no-error	(1,)	0.0699386596679687
4	3	0.5	0.1	9	Plurality	48	30	{3}	0.43190860748291016	no-error	(3,)	0.0722968578338623
4	3	0.5	0.1	9	2-approval	48	30	{3}	0.4335975646972656	no-error	(3,)	0.0707015991210937
4	3	0.5	0.1	9	Borda	48	30	{3}	0.4474020004272461	no-error	(3,)	0.0720682144165039
4	3	0.5	0.1	0	Plurality	48	30	{1}	0.4343862533569336	no-error	(1,)	0.070422887802124
4	3	0.5	0.1	0	2-approval	48	30	{1}	0.43096446990966797	no-error	(1,)	0.0702416896820068
4	3	0.5	0.1	0	Borda	48	30	{1}	0.4444737434387207	no-error	(1,)	0.0717043876647949
4	3	0.5	0.1	2	Plurality	48	30	{1}	0.43795180320739746	no-error	(1,)	0.0706474781036377
4	3	0.5	0.1	2	2-approval	48	30	{1}	0.43195629119873047	no-error	(1,)	0.0695905685424804
4	3	0.5	0.1	2	Borda	48	30	{1}	0.4421987533569336	no-error	(1,)	0.0720772743225097
5	2	0.5	0.1	6	Plurality	48	30	{1}	0.2866044044494629	no-error	(1,)	0.0714030265808105
5	2	0.5	0.1	6	2-approval	48	30	{1}	0.28740549087524414	no-error	(1,)	0.0701684951782226
5	2	0.5	0.1	6	Borda	48	30	{1}	0.2874741554260254	no-error	(1,)	0.0708937644958496
5	2	0.5	0.1	8	Plurality	48	30	{2}	0.2930598258972168	no-error	(2,)	0.0737223625183105
5	2	0.5	0.1	8	2-approval	48	30	{2}	0.2890002727508545	no-error	(2,)	0.0742759704589843
5	2	0.5	0.1	8	Borda	48	30	{2}	0.29805421829223633	no-error	(2,)	0.0711839199066162
3	4	0.5	0.1	4	Plurality	48	30	{1}	0.5860800743103027	no-error	(1,)	0.0706748962402343
3	4	0.5	0.1	4	2-approval	48	30	{1}	0.575617790222168	no-error	(1,)	0.0699739456176757
3	4	0.5	0.1	4	Borda	48	30	{1}	0.5750610828399658	no-error	(1,)	0.0697932243347168
3	4	0.5	0.1	6	Plurality	48	30	{0}	0.5840914249420166	no-error	(0,)	0.0722696781158447
3	4	0.5	0.1	6	2-approval	48	30	{0}	0.5914137363433838	no-error	(0,)	0.0709736347198486
3	4	0.5	0.1	6	Borda	48	30	{0}	0.5776872634887695	no-error	(0,)	0.0709853172302246
5	2	0.5	0.1	1	Plurality	48	30	{0}	0.28966617584228516	no-error	(0,)	0.0728547573089599
5	2	0.5	0.1	1	2-approval	48	30	{0}	0.29637932777404785	no-error	(0,)	0.0744259357452392
5	2	0.5	0.1	1	Borda	48	30	{0}	0.29848670959472656	no-error	(0,)	0.0724186897277832
3	4	0.5	0.1	8	Plurality	48	30	{2}	0.5841226577758789	no-error	(2,)	0.0720829963684082
3	4	0.5	0.1	8	2-approval	48	30	{2}	0.5761487483978271	no-error	(2,)	0.0710895061492919
3	4	0.5	0.1	8	Borda	48	30	{2}	0.58316969871521	no-error	(2,)	0.072789192199707
5	2	0.5	0.1	3	Plurality	48	30	{2, 4}	0.29116272926330566	no-error	(2,)	0.072376012802124
5	2	0.5	0.1	3	2-approval	48	30	{2, 4}	0.2891714572906494	no-error	(2, 4)	0.0728309154510498
5	2	0.5	0.1	3	Borda	48	30	{2, 4}	0.2989082336425781	no-error	(2, 4)	0.0724081993103027
6	1	0.5	0.1	3	Plurality	48	30	{2}	0.15254974365234375	no-error	(2,)	0.0760078430175781
6	1	0.5	0.1	3	2-approval	48	30	{2}	0.1569502353668213	no-error	(2,)	0.0784916877746582
6	1	0.5	0.1	3	Borda	48	30	{2}	0.15751981735229492	no-error	(2,)	0.074002981185913
5	2	0.5	0.1	5	Plurality	48	30	{2, 4}	0.2928633689880371	no-error	(0, 1, 2, 3)	0.0711252689361572
5	2	0.5	0.1	5	2-approval	48	30	{0, 1, 3}	0.2913181781768799	no-error	(0, 1, 2, 3)	0.0724895000457763
5	2	0.5	0.1	5	Borda	48	30	{0, 1, 3}	0.30651164054870605	no-error	(0, 1, 3)	0.0735847949981689
6	1	0.5	0.1	5	Plurality	48	30	{4}	0.15464401245117188	no-error	(4,)	0.0705714225769043
6	1	0.5	0.1	5	2-approval	48	30	{4}	0.15172934532165527	no-error	(4,)	0.0723578929901123
6	1	0.5	0.1	5	Borda	48	30	{4}	0.15024828910827637	no-error	(4,)	0.0721073150634765
5	2	0.5	0.1	7	Plurality	48	30	{0}	0.2951822280883789	no-error	(0,)	0.0724735260009765
5	2	0.5	0.1	7	2-approval	48	30	{0}	0.2935829162597656	no-error	(0,)	0.0741434097290039
5	2	0.5	0.1	7	Borda	48	30	{0}	0.30149245262145996	no-error	(0,)	0.0722799301147461
6	1	0.5	0.1	7	Plurality	48	30	{4}	0.15124058723449707	no-error	(4,)	0.0749926567077636
6	1	0.5	0.1	7	2-approval	48	30	{4}	0.1489710807800293	no-error	(4,)	0.0725893974304199
6	1	0.5	0.1	7	Borda	48	30	{4}	0.14806699752807617	no-error	(4,)	0.0770912170410156
3	4	0.5	0.1	1	Plurality	48	30	{0}	0.5802266597747803	no-error	(0,)	0.0714941024780273
3	4	0.5	0.1	1	2-approval	48	30	{0}	0.5727272033691406	no-error	(0,)	0.0717947483062744
3	4	0.5	0.1	1	Borda	48	30	{0}	0.5881636142730713	no-error	(0,)	0.0744869709014892
5	2	0.5	0.1	9	Plurality	48	30	{2}	0.295626163482666	no-error	(2,)	0.0743410587310791
5	2	0.5	0.1	9	2-approval	48	30	{2}	0.2929105758666992	no-error	(2,)	0.0737862586975097
5	2	0.5	0.1	9	Borda	48	30	{2}	0.2984659671783447	no-error	(2,)	0.0726120471954345
6	1	0.5	0.1	9	Plurality	48	30	{0, 2}	0.14372634887695312	no-error	(0,)	0.0751814842224121
6	1	0.5	0.1	9	2-approval	48	30	{0, 2}	0.14585518836975098	no-error	(0,)	0.0741157531738281
6	1	0.5	0.1	9	Borda	48	30	{0, 2}	0.15082740783691406	no-error	(0,)	0.0764613151550293
3	4	0.5	0.1	3	Plurality	48	30	{0}	0.5773909091949463	no-error	(0,)	0.0717885494232177
3	4	0.5	0.1	3	2-approval	48	30	{0}	0.5783698558807373	no-error	(0,)	0.0699295997619628
3	4	0.5	0.1	3	Borda	48	30	{0}	0.5734665393829346	no-error	(0,)	0.0713782310485839
3	4	0.5	0.1	5	Plurality	48	30	{0}	0.5858867168426514	no-error	(0,)	0.0734221935272216
3	4	0.5	0.1	5	2-approval	48	30	{1}	0.5851585865020752	no-error	(1,)	0.0718917846679687
3	4	0.5	0.1	5	Borda	48	30	{0}	0.5814847946166992	no-error	(0,)	0.0722706317901611
5	2	0.5	0.1	0	Plurality	48	30	{0}	0.2909224033355713	no-error	(0,)	0.0750813484191894
5	2	0.5	0.1	0	2-approval	48	30	{0, 2}	0.29373621940612793	no-error	(0, 2)	0.0733153820037841
