m	n	phi	pmax	batch	rule	threads	t_max_min	mpw	t_mpw_s	error	mew	t_mew_s
5	6	0.5	0.1	7	Borda	48	480	{2}	4.4615395069122314	no-error	(2,)	0.18908953666687012
6	5	0.5	0.1	7	Borda	48	480	{1}	250.30944538116455	no-error	(1, 3)	0.2325725555419922
5	6	0.5	0.1	0	Borda	48	480	{1}	5.715659856796265	no-error	(1,)	0.224531888961792
6	5	0.5	0.1	0	Borda	48	480	{2}	211.60608196258545	no-error	(2,)	0.26697587966918945
6	5	0.5	0.1	9	Borda	48	480	{1}	226.2415416240692	no-error	(1,)	0.22119402885437012
6	5	0.5	0.1	2	Borda	48	480	{0}	166.35842037200928	no-error	(0,)	0.23925542831420898
6	5	0.5	0.1	4	Borda	48	480	{0}	107.42657661437988	no-error	(0,)	0.2544722557067871
5	6	0.5	0.1	9	Borda	48	480	{0}	5.405905246734619	no-error	(0,)	0.25380444526672363
6	5	0.5	0.1	6	Borda	48	480	{1}	125.62466764450073	no-error	(0, 1, 2)	0.23799371719360352
5	6	0.5	0.1	2	Borda	48	480	{1}	6.120568752288818	no-error	(1,)	0.2597641944885254
6	5	0.5	0.1	8	Borda	48	480	{2}	207.78679370880127	no-error	(0,)	0.22652554512023926
5	6	0.5	0.1	4	Borda	48	480	{0}	6.01163911819458	no-error	(0, 3)	0.22770357131958008
6	5	0.5	0.1	1	Borda	48	480	{0}	84.1983871459961	no-error	(0,)	0.24192547798156738
5	7	0.5	0.1	5	Borda	48	480	{2}	10.117717027664185	no-error	(2,)	0.2513766288757324
5	7	0.5	0.1	7	Borda	48	480	{2}	9.801551818847656	no-error	(2,)	0.27263832092285156
5	7	0.5	0.1	0	Borda	48	480	{2}	7.370349884033203	no-error	(2,)	0.2565748691558838
5	7	0.5	0.1	9	Borda	48	480	{0}	10.467243432998657	no-error	(0,)	0.28691792488098145
5	7	0.5	0.1	2	Borda	48	480	{0}	10.93225622177124	no-error	(0,)	0.26164984703063965
5	7	0.5	0.1	4	Borda	48	480	{0}	9.741828203201294	no-error	(0,)	0.285367488861084
5	7	0.5	0.1	6	Borda	48	480	{0}	10.126693964004517	no-error	(0,)	0.2730395793914795
5	7	0.5	0.1	8	Borda	48	480	{1}	9.149659633636475	no-error	(1,)	0.27672314643859863
5	7	0.5	0.1	1	Borda	48	480	{0}	8.553341150283813	no-error	(0,)	0.30498504638671875
5	7	0.5	0.1	3	Borda	48	480	{3}	10.881983041763306	no-error	(0,)	0.2715940475463867
5	8	0.5	0.1	8	Borda	48	480	{0}	15.865623235702515	no-error	(0,)	0.26543712615966797
5	8	0.5	0.1	1	Borda	48	480	{1}	15.85920786857605	no-error	(1,)	0.2645242214202881
5	8	0.5	0.1	3	Borda	48	480	{1}	8.61971139907837	no-error	(1,)	0.2649846076965332
5	8	0.5	0.1	5	Borda	48	480	{0}	14.49510383605957	no-error	(0,)	0.268627405166626
5	8	0.5	0.1	7	Borda	48	480	{0}	15.524217128753662	no-error	(0,)	0.2878899574279785
5	8	0.5	0.1	0	Borda	48	480	{1}	16.66528820991516	no-error	(1,)	0.2569870948791504
5	8	0.5	0.1	9	Borda	48	480	{0}	17.512139558792114	no-error	(0,)	0.26927685737609863
5	8	0.5	0.1	2	Borda	48	480	{0}	18.42116403579712	no-error	(0,)	0.2956531047821045
5	8	0.5	0.1	4	Borda	48	480	{0}	16.26633882522583	no-error	(0,)	0.2847905158996582
5	8	0.5	0.1	6	Borda	48	480	{0}	15.969018459320068	no-error	(0,)	0.280320405960083
5	9	0.5	0.1	1	Borda	48	480	{1}	26.48045825958252	no-error	(1,)	0.25708484649658203
5	9	0.5	0.1	3	Borda	48	480	{0}	31.102442502975464	no-error	(0,)	0.2515678405761719
5	9	0.5	0.1	5	Borda	48	480	{0}	31.02661943435669	no-error	(0,)	0.2789039611816406
5	9	0.5	0.1	7	Borda	48	480	{0}	29.926995992660522	no-error	(0,)	0.2754173278808594
5	9	0.5	0.1	0	Borda	48	480	{0}	22.309982299804688	no-error	(0,)	0.26523423194885254
5	9	0.5	0.1	9	Borda	48	480	{0}	24.913290977478027	no-error	(0,)	0.25116705894470215
5	9	0.5	0.1	2	Borda	48	480	{1}	29.05186367034912	no-error	(0, 1)	0.28398561477661133
5	9	0.5	0.1	4	Borda	48	480	{2}	27.69655704498291	no-error	(2,)	0.2595851421356201
5	9	0.5	0.1	6	Borda	48	480	{0}	16.381099462509155	no-error	(0,)	0.26090049743652344
5	9	0.5	0.1	8	Borda	48	480	{0}	26.43914222717285	no-error	(0,)	0.28566956520080566
5	10	0.5	0.1	4	Borda	48	480	{1}	37.68741273880005	no-error	(1,)	0.266862154006958
5	10	0.5	0.1	6	Borda	48	480	{1}	48.14257550239563	no-error	(1,)	0.2685372829437256
5	10	0.5	0.1	8	Borda	48	480	{0}	38.96848917007446	no-error	(0,)	0.26430201530456543
5	10	0.5	0.1	1	Borda	48	480	{0}	35.76381802558899	no-error	(0,)	0.267139196395874
5	10	0.5	0.1	3	Borda	48	480	{3}	41.79926133155823	no-error	(3,)	0.2702465057373047
5	10	0.5	0.1	5	Borda	48	480	{0}	39.855719804763794	no-error	(0,)	0.26746344566345215
5	10	0.5	0.1	7	Borda	48	480	{1}	27.893905878067017	no-error	(1,)	0.2933681011199951
5	10	0.5	0.1	0	Borda	48	480	{2}	40.677754163742065	no-error	(2,)	0.26507139205932617
5	10	0.5	0.1	9	Borda	48	480	{0}	36.07878518104553	no-error	(0,)	0.2668642997741699
5	10	0.5	0.1	2	Borda	48	480	{1}	48.65861248970032	no-error	(1,)	0.27161145210266113
5	11	0.5	0.1	4	Borda	48	480	{1}	69.50086545944214	no-error	(1,)	0.27208399772644043
5	11	0.5	0.1	6	Borda	48	480	{0}	74.08569598197937	no-error	(0,)	0.29257965087890625
5	11	0.5	0.1	8	Borda	48	480	{0}	69.32845973968506	no-error	(0,)	0.26982593536376953
5	11	0.5	0.1	1	Borda	48	480	{0}	80.64586162567139	no-error	(0,)	0.27645087242126465
5	11	0.5	0.1	3	Borda	48	480	{1}	78.91669774055481	no-error	(1,)	0.2555100917816162
5	11	0.5	0.1	5	Borda	48	480	{3}	75.3880844116211	no-error	(3,)	0.2643411159515381
5	11	0.5	0.1	7	Borda	48	480	{0}	71.99081087112427	no-error	(0,)	0.26122164726257324
5	11	0.5	0.1	0	Borda	48	480	{1}	77.1190595626831	no-error	(1,)	0.27800607681274414
5	11	0.5	0.1	9	Borda	48	480	{1}	69.68146681785583	no-error	(1,)	0.27605342864990234
5	11	0.5	0.1	2	Borda	48	480	{2}	70.1407732963562	no-error	(2,)	0.2621948719024658
5	12	0.5	0.1	2	Borda	48	480	{0}	98.94128751754761	no-error	(0,)	0.27810215950012207
5	12	0.5	0.1	9	Borda	48	480	{1}	123.03647637367249	no-error	(1,)	0.26467347145080566
5	12	0.5	0.1	4	Borda	48	480	{3}	126.8769850730896	no-error	(3,)	0.28511905670166016
5	12	0.5	0.1	6	Borda	48	480	{0}	89.62909078598022	no-error	(0,)	0.2834334373474121
5	12	0.5	0.1	8	Borda	48	480	{0}	115.37217831611633	no-error	(0,)	0.27152347564697266
5	12	0.5	0.1	1	Borda	48	480	{0}	106.52202463150024	no-error	(0,)	0.25481295585632324
5	12	0.5	0.1	3	Borda	48	480	{1}	108.77664160728455	no-error	(1,)	0.2977156639099121
5	12	0.5	0.1	5	Borda	48	480	{0}	112.78786277770996	no-error	(0,)	0.2821083068847656
5	12	0.5	0.1	7	Borda	48	480	{0}	108.06557250022888	no-error	(0,)	0.2695155143737793
5	12	0.5	0.1	0	Borda	48	480	{1}	78.89088869094849	no-error	(1,)	0.2606642246246338
5	13	0.5	0.1	8	Borda	48	480	{0}	104.85329556465149	no-error	(0,)	0.2682764530181885
5	13	0.5	0.1	1	Borda	48	480	{1}	160.52902221679688	no-error	(1,)	0.2965857982635498
5	13	0.5	0.1	3	Borda	48	480	{0}	167.1708996295929	no-error	(0,)	0.2782158851623535
5	13	0.5	0.1	5	Borda	48	480	{0}	161.1666898727417	no-error	(0,)	0.2833292484283447
5	13	0.5	0.1	7	Borda	48	480	{0}	151.53615427017212	no-error	(0,)	0.29244494438171387
5	13	0.5	0.1	0	Borda	48	480	{1}	135.8888008594513	no-error	(1,)	0.2624814510345459
5	13	0.5	0.1	9	Borda	48	480	{0}	186.77490758895874	no-error	(0,)	0.2828409671783447
5	13	0.5	0.1	2	Borda	48	480	{0}	102.11529207229614	no-error	(0,)	0.2734987735748291
5	13	0.5	0.1	4	Borda	48	480	{2}	139.62929582595825	no-error	(2,)	0.2728269100189209
5	13	0.5	0.1	6	Borda	48	480	{0}	165.37435960769653	no-error	(0,)	0.27547740936279297
5	14	0.5	0.1	7	Borda	48	480	{0}	187.91612672805786	no-error	(0,)	0.26885151863098145
5	14	0.5	0.1	0	Borda	48	480	{0}	190.28357434272766	no-error	(0,)	0.2919778823852539
5	14	0.5	0.1	9	Borda	48	480	{0}	186.84838366508484	no-error	(0,)	0.2922658920288086
5	14	0.5	0.1	2	Borda	48	480	{0}	192.57148933410645	no-error	(0,)	0.28565335273742676
5	14	0.5	0.1	4	Borda	48	480	{0}	254.08327555656433	no-error	(0,)	0.2859632968902588
5	14	0.5	0.1	6	Borda	48	480	{0}	209.12370705604553	no-error	(0,)	0.27976274490356445
5	14	0.5	0.1	8	Borda	48	480	{0}	202.61532950401306	no-error	(0,)	0.26091861724853516
5	14	0.5	0.1	1	Borda	48	480	{1}	199.93053460121155	no-error	(1,)	0.3027832508087158
5	14	0.5	0.1	3	Borda	48	480	{1}	226.88413619995117	no-error	(1,)	0.2980000972747803
5	14	0.5	0.1	5	Borda	48	480	{0}	194.78132820129395	no-error	(0,)	0.25508832931518555
5	15	0.5	0.1	2	Borda	48	480	{1}	354.10674953460693	no-error	(1,)	0.248093843460083
5	15	0.5	0.1	9	Borda	48	480	{1}	300.5672855377197	no-error	(1,)	0.2470080852508545
5	15	0.5	0.1	4	Borda	48	480	{4}	388.1773359775543	no-error	(4,)	0.2684164047241211
5	15	0.5	0.1	6	Borda	48	480	{2}	278.9707043170929	no-error	(2,)	0.260998010635376
5	15	0.5	0.1	8	Borda	48	480	{0}	305.9696798324585	no-error	(0,)	0.31328797340393066
5	15	0.5	0.1	1	Borda	48	480	{0}	325.74573969841003	no-error	(0,)	0.3029632568359375
5	15	0.5	0.1	3	Borda	48	480	{0}	289.82690143585205	no-error	(0,)	0.2834033966064453
5	15	0.5	0.1	5	Borda	48	480	{2}	364.35049867630005	no-error	(2,)	0.2915363311767578
5	15	0.5	0.1	7	Borda	48	480	{0}	332.06915044784546	no-error	(0,)	0.2771787643432617
5	15	0.5	0.1	0	Borda	48	480	{0}	246.86565852165222	no-error	(0,)	0.2999684810638428
