m	n	phi	pmax	batch	rule	threads	t_max_min	mpw	t_mpw_s	error	mew	t_mew_s
6	5	0.5	0.1	8	Borda	48	480	{2}	62.842053174972534	no-error	(0,)	0.688744068145752
5	6	0.5	0.1	4	Borda	48	480	{0}	9.32546615600586	no-error	(0, 3)	0.6973888874053955
6	5	0.5	0.1	1	Borda	48	480	{0}	31.927461862564087	no-error	(0,)	0.6350698471069336
7	5	0.5	0.1	7	Borda	48	480	error	error	out-of-memory	(1, 4)	0.6247875690460205
5	7	0.5	0.1	5	Borda	48	480	{2}	10.556484460830688	no-error	(2,)	0.6546587944030762
7	5	0.5	0.1	0	Borda	48	480	error	error	out-of-memory	(0,)	0.7424566745758057
5	7	0.5	0.1	7	Borda	48	480	{2}	12.029049396514893	no-error	(2,)	0.6995446681976318
7	5	0.5	0.1	2	Borda	48	480	error	error	out-of-memory	(3,)	0.6819119453430176
5	7	0.5	0.1	0	Borda	48	480	{2}	10.558650016784668	no-error	(2,)	0.705247163772583
5	7	0.5	0.1	9	Borda	48	480	{0}	11.714535236358643	no-error	(0,)	0.7235927581787109
5	7	0.5	0.1	2	Borda	48	480	{0}	12.113531112670898	no-error	(0,)	0.7262911796569824
7	5	0.5	0.1	9	Borda	48	480	error	error	out-of-memory	(1,)	0.7366137504577637
7	5	0.5	0.1	4	Borda	48	480	error	error	out-of-memory	(3,)	0.7682297229766846
7	5	0.5	0.1	6	Borda	48	480	error	error	out-of-memory	(3,)	0.694725513458252
5	7	0.5	0.1	4	Borda	48	480	{0}	11.384440183639526	no-error	(0,)	0.675750732421875
7	5	0.5	0.1	8	Borda	48	480	error	error	out-of-memory	(0,)	0.6734046936035156
5	7	0.5	0.1	6	Borda	48	480	{0}	11.977338552474976	no-error	(0,)	0.6854515075683594
7	5	0.5	0.1	1	Borda	48	480	error	error	out-of-memory	(0,)	0.7422637939453125
5	7	0.5	0.1	8	Borda	48	480	{1}	11.708504438400269	no-error	(1,)	0.7093753814697266
7	5	0.5	0.1	3	Borda	48	480	error	error	out-of-memory	(0,)	0.6591808795928955
5	7	0.5	0.1	1	Borda	48	480	{0}	10.849169969558716	no-error	(0,)	0.6810224056243896
7	5	0.5	0.1	5	Borda	48	480	error	error	out-of-memory	(2,)	0.6551494598388672
5	7	0.5	0.1	3	Borda	48	480	{3}	11.297909021377563	no-error	(0,)	0.6692047119140625
5	8	0.5	0.1	8	Borda	48	480	{0}	15.213306665420532	no-error	(0,)	0.7248337268829346
5	8	0.5	0.1	1	Borda	48	480	{1}	14.43306589126587	no-error	(1,)	0.6679680347442627
5	8	0.5	0.1	3	Borda	48	480	{1}	13.120166778564453	no-error	(1,)	0.7517805099487305
5	8	0.5	0.1	5	Borda	48	480	{0}	14.861929416656494	no-error	(0,)	0.6657650470733643
5	8	0.5	0.1	7	Borda	48	480	{0}	14.716171264648438	no-error	(0,)	0.6575584411621094
5	8	0.5	0.1	0	Borda	48	480	{1}	15.156068801879883	no-error	(1,)	0.6911129951477051
5	8	0.5	0.1	9	Borda	48	480	{0}	15.29360055923462	no-error	(0,)	0.7170357704162598
5	8	0.5	0.1	2	Borda	48	480	{0}	15.683950424194336	no-error	(0,)	0.7201755046844482
5	8	0.5	0.1	4	Borda	48	480	{0}	15.660281658172607	no-error	(0,)	0.7701880931854248
5	8	0.5	0.1	6	Borda	48	480	{0}	15.673662424087524	no-error	(0,)	0.7771120071411133
5	9	0.5	0.1	1	Borda	48	480	{1}	20.688132762908936	no-error	(1,)	0.73763108253479
5	9	0.5	0.1	3	Borda	48	480	{0}	22.003939390182495	no-error	(0,)	0.7531528472900391
5	9	0.5	0.1	5	Borda	48	480	{0}	22.412209510803223	no-error	(0,)	0.7841246128082275
5	9	0.5	0.1	7	Borda	48	480	{0}	21.733794450759888	no-error	(0,)	0.77848219871521
5	9	0.5	0.1	0	Borda	48	480	{0}	20.28076672554016	no-error	(0,)	0.7133557796478271
5	9	0.5	0.1	9	Borda	48	480	{0}	20.32403802871704	no-error	(0,)	0.6940858364105225
5	9	0.5	0.1	2	Borda	48	480	{1}	21.560393810272217	no-error	(0, 1)	0.689910888671875
5	9	0.5	0.1	4	Borda	48	480	{2}	21.592536211013794	no-error	(2,)	0.7708802223205566
5	9	0.5	0.1	6	Borda	48	480	{0}	18.033989667892456	no-error	(0,)	0.7561521530151367
5	9	0.5	0.1	8	Borda	48	480	{0}	21.121686935424805	no-error	(0,)	0.759331226348877
5	10	0.5	0.1	4	Borda	48	480	{1}	27.10238289833069	no-error	(1,)	0.7538716793060303
5	10	0.5	0.1	6	Borda	48	480	{1}	30.276505947113037	no-error	(1,)	0.7516665458679199
5	10	0.5	0.1	8	Borda	48	480	{0}	28.45530891418457	no-error	(0,)	0.8132236003875732
5	10	0.5	0.1	1	Borda	48	480	{0}	26.049505472183228	no-error	(0,)	0.7782797813415527
5	10	0.5	0.1	3	Borda	48	480	{3}	28.2249596118927	no-error	(3,)	0.7995774745941162
5	10	0.5	0.1	5	Borda	48	480	{0}	28.675101041793823	no-error	(0,)	0.856029748916626
5	10	0.5	0.1	7	Borda	48	480	{1}	25.260496377944946	no-error	(1,)	0.7936468124389648
5	10	0.5	0.1	0	Borda	48	480	{2}	29.081424236297607	no-error	(2,)	0.7821547985076904
5	10	0.5	0.1	9	Borda	48	480	{0}	27.2146954536438	no-error	(0,)	0.8590793609619141
5	10	0.5	0.1	2	Borda	48	480	{1}	31.672232389450073	no-error	(1,)	0.7441537380218506
5	11	0.5	0.1	4	Borda	48	480	{1}	39.75725698471069	no-error	(1,)	0.721245288848877
5	11	0.5	0.1	6	Borda	48	480	{0}	41.73117446899414	no-error	(0,)	0.7473709583282471
5	11	0.5	0.1	8	Borda	48	480	{0}	39.74875998497009	no-error	(0,)	0.7414214611053467
5	11	0.5	0.1	1	Borda	48	480	{0}	42.548155307769775	no-error	(0,)	0.7466771602630615
5	11	0.5	0.1	3	Borda	48	480	{1}	42.916505098342896	no-error	(1,)	0.7166640758514404
5	11	0.5	0.1	5	Borda	48	480	{3}	39.778390407562256	no-error	(3,)	0.701911211013794
5	11	0.5	0.1	7	Borda	48	480	{0}	38.41152858734131	no-error	(0,)	0.777658224105835
5	11	0.5	0.1	0	Borda	48	480	{1}	42.42176651954651	no-error	(1,)	0.722050666809082
5	11	0.5	0.1	9	Borda	48	480	{1}	38.81411814689636	no-error	(1,)	0.8251433372497559
5	11	0.5	0.1	2	Borda	48	480	{2}	39.34046244621277	no-error	(2,)	0.7773838043212891
5	12	0.5	0.1	2	Borda	48	480	{0}	52.49995422363281	no-error	(0,)	0.8029806613922119
5	12	0.5	0.1	9	Borda	48	480	{1}	61.40842151641846	no-error	(1,)	0.7624623775482178
5	12	0.5	0.1	4	Borda	48	480	{3}	59.811123847961426	no-error	(3,)	0.7712302207946777
5	12	0.5	0.1	6	Borda	48	480	{0}	49.54140377044678	no-error	(0,)	0.7799468040466309
5	12	0.5	0.1	8	Borda	48	480	{0}	55.23698568344116	no-error	(0,)	0.7817859649658203
5	12	0.5	0.1	1	Borda	48	480	{0}	55.91448354721069	no-error	(0,)	0.747992992401123
5	12	0.5	0.1	3	Borda	48	480	{1}	56.173722982406616	no-error	(1,)	0.7782814502716064
5	12	0.5	0.1	5	Borda	48	480	{0}	53.78163504600525	no-error	(0,)	0.7165462970733643
5	12	0.5	0.1	7	Borda	48	480	{0}	55.38472509384155	no-error	(0,)	0.7658264636993408
5	12	0.5	0.1	0	Borda	48	480	{1}	44.7670521736145	no-error	(1,)	0.7279601097106934
5	13	0.5	0.1	8	Borda	48	480	{0}	60.5665807723999	no-error	(0,)	0.7627179622650146
5	13	0.5	0.1	1	Borda	48	480	{1}	76.57810163497925	no-error	(1,)	0.745612621307373
5	13	0.5	0.1	3	Borda	48	480	{0}	77.41635489463806	no-error	(0,)	0.7369012832641602
5	13	0.5	0.1	5	Borda	48	480	{0}	77.65125632286072	no-error	(0,)	0.8026492595672607
5	13	0.5	0.1	7	Borda	48	480	{0}	72.60449576377869	no-error	(0,)	0.7518508434295654
5	13	0.5	0.1	0	Borda	48	480	{1}	65.8617992401123	no-error	(1,)	0.710909366607666
5	13	0.5	0.1	9	Borda	48	480	{0}	83.70306420326233	no-error	(0,)	0.7973628044128418
5	13	0.5	0.1	2	Borda	48	480	{0}	58.688772439956665	no-error	(0,)	0.7275862693786621
5	13	0.5	0.1	4	Borda	48	480	{2}	71.5929913520813	no-error	(2,)	0.7764601707458496
5	13	0.5	0.1	6	Borda	48	480	{0}	76.52360320091248	no-error	(0,)	0.772376298904419
5	14	0.5	0.1	7	Borda	48	480	{0}	90.32286739349365	no-error	(0,)	0.7621846199035645
5	14	0.5	0.1	0	Borda	48	480	{0}	94.74054765701294	no-error	(0,)	0.8478488922119141
5	14	0.5	0.1	9	Borda	48	480	{0}	91.1786322593689	no-error	(0,)	0.7783713340759277
5	14	0.5	0.1	2	Borda	48	480	{0}	90.0494909286499	no-error	(0,)	0.8057191371917725
5	14	0.5	0.1	4	Borda	48	480	{0}	105.52819848060608	no-error	(0,)	0.6512150764465332
5	14	0.5	0.1	6	Borda	48	480	{0}	95.64879727363586	no-error	(0,)	0.7801661491394043
5	14	0.5	0.1	8	Borda	48	480	{0}	97.11569905281067	no-error	(0,)	0.7530553340911865
5	14	0.5	0.1	1	Borda	48	480	{1}	90.64303302764893	no-error	(1,)	0.6537642478942871
5	14	0.5	0.1	3	Borda	48	480	{1}	101.24242448806763	no-error	(1,)	0.7019994258880615
5	14	0.5	0.1	5	Borda	48	480	{0}	97.54284191131592	no-error	(0,)	0.7994143962860107
5	15	0.5	0.1	2	Borda	48	480	{1}	149.5177400112152	no-error	(1,)	0.7011263370513916
5	15	0.5	0.1	9	Borda	48	480	{1}	127.627201795578	no-error	(1,)	0.7381515502929688
5	15	0.5	0.1	4	Borda	48	480	{4}	154.50920987129211	no-error	(4,)	0.5895843505859375
5	15	0.5	0.1	6	Borda	48	480	{2}	129.01678943634033	no-error	(2,)	0.682929515838623
5	15	0.5	0.1	8	Borda	48	480	{0}	136.86563062667847	no-error	(0,)	0.6857843399047852
5	15	0.5	0.1	1	Borda	48	480	{0}	129.9284312725067	no-error	(0,)	0.6469790935516357
5	15	0.5	0.1	3	Borda	48	480	{0}	124.10057473182678	no-error	(0,)	0.6864187717437744
5	15	0.5	0.1	5	Borda	48	480	{2}	147.22330284118652	no-error	(2,)	0.7064390182495117
5	15	0.5	0.1	7	Borda	48	480	{0}	140.70781564712524	no-error	(0,)	0.6839511394500732
5	15	0.5	0.1	0	Borda	48	480	{0}	113.72663307189941	no-error	(0,)	0.694432258605957
5	8	0.5	0.1	8	Borda	48	480	{0}	6.708398818969727	no-error	(0,)	0.16683530807495117
5	8	0.5	0.1	1	Borda	48	480	{1}	6.7424304485321045	no-error	(1,)	0.1805589199066162
5	8	0.5	0.1	3	Borda	48	480	{1}	4.205610513687134	no-error	(1,)	0.16881966590881348
5	8	0.5	0.1	5	Borda	48	480	{0}	6.326202154159546	no-error	(0,)	0.1728675365447998
5	8	0.5	0.1	7	Borda	48	480	{0}	6.4273681640625	no-error	(0,)	0.17118215560913086
5	8	0.5	0.1	0	Borda	48	480	{1}	7.399732351303101	no-error	(1,)	0.17873120307922363
5	8	0.5	0.1	9	Borda	48	480	{0}	7.116076469421387	no-error	(0,)	0.1642460823059082
5	8	0.5	0.1	2	Borda	48	480	{0}	7.537724494934082	no-error	(0,)	0.1595907211303711
5	8	0.5	0.1	4	Borda	48	480	{0}	7.023186206817627	no-error	(0,)	0.16942048072814941
5	8	0.5	0.1	6	Borda	48	480	{0}	6.65656304359436	no-error	(0,)	0.1693592071533203
5	9	0.5	0.1	1	Borda	48	480	{1}	10.945683479309082	no-error	(1,)	0.19069123268127441
5	9	0.5	0.1	3	Borda	48	480	{0}	13.133197784423828	no-error	(0,)	0.17236542701721191
5	9	0.5	0.1	5	Borda	48	480	{0}	11.137938976287842	no-error	(0,)	0.16920733451843262
5	9	0.5	0.1	7	Borda	48	480	{0}	11.491511821746826	no-error	(0,)	0.18094468116760254
5	9	0.5	0.1	0	Borda	48	480	{0}	9.180842399597168	no-error	(0,)	0.18527865409851074
5	9	0.5	0.1	9	Borda	48	480	{0}	10.741884469985962	no-error	(0,)	0.1952805519104004
5	9	0.5	0.1	2	Borda	48	480	{1}	12.15576457977295	no-error	(0, 1)	0.19098401069641113
5	9	0.5	0.1	4	Borda	48	480	{2}	11.88651180267334	no-error	(2,)	0.18483686447143555
5	9	0.5	0.1	6	Borda	48	480	{0}	8.323013544082642	no-error	(0,)	0.19395875930786133
5	9	0.5	0.1	8	Borda	48	480	{0}	11.156092405319214	no-error	(0,)	0.18105626106262207
5	10	0.5	0.1	4	Borda	48	480	{1}	15.28757381439209	no-error	(1,)	0.1764364242553711
5	10	0.5	0.1	6	Borda	48	480	{1}	17.653402090072632	no-error	(1,)	0.18495464324951172
5	10	0.5	0.1	8	Borda	48	480	{0}	16.51839852333069	no-error	(0,)	0.20194458961486816
5	10	0.5	0.1	1	Borda	48	480	{0}	13.668497323989868	no-error	(0,)	0.18402814865112305
5	10	0.5	0.1	3	Borda	48	480	{3}	16.199127197265625	no-error	(3,)	0.17930960655212402
5	10	0.5	0.1	5	Borda	48	480	{0}	15.767776727676392	no-error	(0,)	0.17914795875549316
5	10	0.5	0.1	7	Borda	48	480	{1}	12.220813035964966	no-error	(1,)	0.17649555206298828
5	10	0.5	0.1	0	Borda	48	480	{2}	15.282535076141357	no-error	(2,)	0.17053556442260742
5	10	0.5	0.1	9	Borda	48	480	{0}	15.278822898864746	no-error	(0,)	0.20122027397155762
5	10	0.5	0.1	2	Borda	48	480	{1}	18.95974373817444	no-error	(1,)	0.2000412940979004
5	11	0.5	0.1	4	Borda	48	480	{1}	24.435813903808594	no-error	(1,)	0.1615595817565918
5	11	0.5	0.1	6	Borda	48	480	{0}	26.4505774974823	no-error	(0,)	0.18468427658081055
5	11	0.5	0.1	8	Borda	48	480	{0}	25.853703022003174	no-error	(0,)	0.18300151824951172
5	11	0.5	0.1	1	Borda	48	480	{0}	28.48933172225952	no-error	(0,)	0.18852019309997559
5	11	0.5	0.1	3	Borda	48	480	{1}	29.174440383911133	no-error	(1,)	0.17431330680847168
5	11	0.5	0.1	5	Borda	48	480	{3}	28.691648960113525	no-error	(3,)	0.1934812068939209
5	11	0.5	0.1	7	Borda	48	480	{0}	27.882134914398193	no-error	(0,)	0.1945638656616211
5	11	0.5	0.1	0	Borda	48	480	{1}	29.382488489151	no-error	(1,)	0.19553709030151367
5	11	0.5	0.1	9	Borda	48	480	{1}	25.95236873626709	no-error	(1,)	0.17525196075439453
5	11	0.5	0.1	2	Borda	48	480	{2}	26.13984775543213	no-error	(2,)	0.18255329132080078
5	12	0.5	0.1	2	Borda	48	480	{0}	39.168967723846436	no-error	(0,)	0.18575143814086914
5	12	0.5	0.1	9	Borda	48	480	{1}	45.55770182609558	no-error	(1,)	0.1785449981689453
5	12	0.5	0.1	4	Borda	48	480	{3}	44.85118317604065	no-error	(3,)	0.1785142421722412
5	12	0.5	0.1	6	Borda	48	480	{0}	35.01817750930786	no-error	(0,)	0.1851942539215088
5	12	0.5	0.1	8	Borda	48	480	{0}	40.49484443664551	no-error	(0,)	0.18221187591552734
5	12	0.5	0.1	1	Borda	48	480	{0}	41.47170281410217	no-error	(0,)	0.17997479438781738
5	12	0.5	0.1	3	Borda	48	480	{1}	41.998510122299194	no-error	(1,)	0.20384883880615234
5	12	0.5	0.1	5	Borda	48	480	{0}	38.234121561050415	no-error	(0,)	0.18409323692321777
5	12	0.5	0.1	7	Borda	48	480	{0}	38.27431845664978	no-error	(0,)	0.19074273109436035
5	12	0.5	0.1	0	Borda	48	480	{1}	31.085590362548828	no-error	(1,)	0.19603776931762695
5	13	0.5	0.1	8	Borda	48	480	{0}	42.811413049697876	no-error	(0,)	0.18339276313781738
5	13	0.5	0.1	1	Borda	48	480	{1}	59.240180253982544	no-error	(1,)	0.17866301536560059
5	13	0.5	0.1	3	Borda	48	480	{0}	60.85182476043701	no-error	(0,)	0.19589900970458984
5	13	0.5	0.1	5	Borda	48	480	{0}	58.2659649848938	no-error	(0,)	0.2027125358581543
5	13	0.5	0.1	7	Borda	48	480	{0}	59.25819277763367	no-error	(0,)	0.18404102325439453
5	13	0.5	0.1	0	Borda	48	480	{1}	50.51165699958801	no-error	(1,)	0.18591833114624023
5	13	0.5	0.1	9	Borda	48	480	{0}	65.88971400260925	no-error	(0,)	0.1894364356994629
5	13	0.5	0.1	2	Borda	48	480	{0}	43.297590255737305	no-error	(0,)	0.2095317840576172
5	13	0.5	0.1	4	Borda	48	480	{2}	51.66413402557373	no-error	(2,)	0.18846631050109863
5	13	0.5	0.1	6	Borda	48	480	{0}	57.35670208930969	no-error	(0,)	0.17188763618469238
5	14	0.5	0.1	7	Borda	48	480	{0}	71.12299585342407	no-error	(0,)	0.19163846969604492
5	14	0.5	0.1	0	Borda	48	480	{0}	71.81782364845276	no-error	(0,)	0.18169379234313965
5	14	0.5	0.1	9	Borda	48	480	{0}	71.26440095901489	no-error	(0,)	0.18768596649169922
5	14	0.5	0.1	2	Borda	48	480	{0}	72.86842226982117	no-error	(0,)	0.1889023780822754
5	14	0.5	0.1	4	Borda	48	480	{0}	91.04998803138733	no-error	(0,)	0.1859898567199707
5	14	0.5	0.1	6	Borda	48	480	{0}	76.59667205810547	no-error	(0,)	0.1813488006591797
5	14	0.5	0.1	8	Borda	48	480	{0}	76.55200266838074	no-error	(0,)	0.18621349334716797
5	14	0.5	0.1	1	Borda	48	480	{1}	76.11391258239746	no-error	(1,)	0.18905234336853027
5	14	0.5	0.1	3	Borda	48	480	{1}	84.33039689064026	no-error	(1,)	0.220259428024292
5	14	0.5	0.1	5	Borda	48	480	{0}	78.75659012794495	no-error	(0,)	0.2203209400177002
5	15	0.5	0.1	2	Borda	48	480	{1}	131.8390052318573	no-error	(1,)	0.1914961338043213
5	15	0.5	0.1	9	Borda	48	480	{1}	110.26624250411987	no-error	(1,)	0.1929028034210205
5	15	0.5	0.1	4	Borda	48	480	{4}	135.02727007865906	no-error	(4,)	0.20329976081848145
5	15	0.5	0.1	6	Borda	48	480	{2}	106.04881477355957	no-error	(2,)	0.18955063819885254
5	15	0.5	0.1	8	Borda	48	480	{0}	122.56236290931702	no-error	(0,)	0.23040556907653809
5	15	0.5	0.1	1	Borda	48	480	{0}	117.63268160820007	no-error	(0,)	0.23341107368469238
